,action,close,column_index,date,direction,high,low,move,open,prior_high,prior_low,scale_index,scale_value,signal,status,volume,50ma,volume_ratio,window_delta,window_direction
0,2,95.69,8,2012-03-20,0,96.77,95.48,3,96.76,98.39,91.77,56,95.50,0.0,bear confirmed,8086900,7107968.0,1.1377231861482775,-2.33,0
1,3,94.17,8,2012-03-21,0,96.20,94.17,1,95.77,98.39,91.77,55,94.55,0.0,bear confirmed,7925000,7135742.0,1.1106062971447117,-4.09,0
2,3,91.95,8,2012-03-22,0,93.26,91.32,3,92.69,98.39,91.77,52,91.77,0.0,bear confirmed,9449700,7133836.0,1.3246309559120788,-0.35,0
3,0,93.16,8,2012-03-23,0,93.84,91.41,0,92.09,98.39,91.77,52,91.77,0.0,bear confirmed,6025000,7109806.0,0.8474211532635348,-1.13,0
4,4,93.96,9,2012-03-26,1,94.78,93.41,3,94.00,98.39,91.77,55,94.55,0.0,bear correction,4570800,6991786.0,0.6537385440572695,-1.30,0
5,0,93.36,9,2012-03-27,1,94.67,93.21,0,93.90,98.39,91.77,55,94.55,0.0,bear correction,4211400,6877728.0,0.6123243024440629,-1.60,0
6,2,90.08,10,2012-03-28,0,93.28,89.46,5,93.28,94.55,91.77,50,89.96,0.0,bear confirmed,10244900,6905332.0,1.483621641942777,1.73,1
7,0,91.60,10,2012-03-29,0,91.82,89.40,0,89.52,94.55,91.77,50,89.96,0.0,bear confirmed,8316800,6935780.0,1.1991153121927165,-0.13,0
8,0,92.03,10,2012-03-30,0,92.38,91.22,0,92.19,94.55,91.77,52,91.77,0.0,bear confirmed,4780300,6842090.0,0.6986607893202224,-2.55,0
9,4,92.66,11,2012-04-02,1,93.26,90.75,3,91.57,94.55,89.96,53,92.69,0.0,bear correction,5211700,6814302.0,0.7648178786323236,-5.89,0
10,0,91.76,11,2012-04-03,1,93.39,91.43,0,93.00,94.55,89.96,53,92.69,0.0,bear correction,5828000,6790786.0,0.8582217139518165,-3.85,0
11,0,91.81,11,2012-04-04,1,92.31,90.15,0,90.52,94.55,89.96,52,91.77,0.0,bear correction,5583200,6790904.0,0.8221585815378925,0.15,1
12,0,91.47,11,2012-04-05,1,92.56,91.07,0,91.33,94.55,89.96,52,91.77,0.0,bear correction,4576600,6669448.0,0.6862037158097641,0.02,1
13,2,89.48,12,2012-04-09,0,90.10,88.82,4,89.48,92.69,89.96,49,89.07,0.0,bear confirmed,6335700,6425382.0,0.9860425419064579,2.74,1
14,3,86.77,12,2012-04-10,0,89.56,86.22,3,89.46,92.69,89.96,46,86.45,0.0,bear confirmed,9162300,6451926.0,1.4200875831495898,6.89,1
15,0,87.91,12,2012-04-11,0,88.56,86.83,0,87.93,92.69,89.96,47,87.32,0.0,bear confirmed,6178100,6456120.0,0.9569369838231012,6.45,1
16,4,91.96,13,2012-04-12,1,92.01,88.24,6,88.27,92.69,86.45,52,91.77,0.0,bear correction,8973200,6483418.0,1.3840230569739604,1.19,1
17,0,91.49,13,2012-04-13,1,92.38,90.92,0,91.72,92.69,86.45,52,91.77,0.0,bear correction,6321600,6475092.0,0.9762950086269044,1.98,1
18,1,92.22,13,2012-04-16,1,94.14,91.72,2,93.24,92.69,86.45,54,93.61,1.0,bull confirmed,6813500,6508854.0,1.0468048599645958,0.53,1
19,0,93.66,13,2012-04-17,1,94.35,92.20,0,93.22,92.69,86.45,54,93.61,1.0,bull confirmed,5321000,6410764.0,0.8300102764662683,0.39,1
20,1,94.36,13,2012-04-18,1,94.80,93.01,1,93.01,92.69,86.45,55,94.55,1.0,bull confirmed,4871700,6407606.0,0.760299556495827,-4.61,0
21,0,93.15,13,2012-04-19,1,95.24,92.29,0,94.75,92.69,86.45,55,94.55,1.0,bull confirmed,5628500,6417392.0,0.8770696881225271,-2.58,0
22,0,93.47,13,2012-04-20,1,94.24,93.37,0,93.50,92.69,86.45,54,93.61,1.0,bull confirmed,4014600,6415208.0,0.6257942065167645,-2.75,0
23,2,92.75,14,2012-04-23,0,92.87,91.21,3,92.26,94.55,86.45,52,91.77,1.0,bull correction,5462600,6373136.0,0.8571290491839496,-3.58,0
24,0,94.05,14,2012-04-24,0,94.39,92.92,0,93.05,94.55,86.45,54,93.61,1.0,bull correction,5703200,6360166.0,0.896706155153812,-5.46,0
25,3,89.75,14,2012-04-25,0,92.93,88.76,3,92.71,94.55,86.45,49,89.07,1.0,bull correction,15948300,6565084.0,2.429260615705755,-0.71,0
26,0,90.57,14,2012-04-26,0,90.71,89.37,0,90.21,94.55,86.45,50,89.96,1.0,bull correction,7317200,6582928.0,1.1115418549314227,-3.23,0
27,0,90.72,14,2012-04-27,0,91.14,90.33,0,91.09,94.55,86.45,51,90.86,1.0,bull correction,4687200,6512634.0,0.7197087998496461,-5.31,0
28,0,89.17,14,2012-04-30,0,90.34,88.98,0,90.22,94.55,86.45,49,89.07,1.0,bull correction,5325600,6510008.0,0.8180635108282509,-4.85,0
29,0,88.59,14,2012-05-01,0,89.80,88.27,0,89.20,94.55,86.45,49,89.07,1.0,bull correction,5732800,6538744.0,0.8767433011599781,-4.87,0
30,3,89.04,14,2012-05-02,0,89.12,87.33,1,88.13,94.55,86.45,48,88.19,1.0,bull correction,5620200,6500744.0,0.8645471964439763,-5.76,0
31,3,87.34,14,2012-05-03,0,89.70,87.20,1,89.28,94.55,86.45,47,87.32,1.0,bull correction,6102000,6522688.0,0.9355038904206364,-4.53,0
32,3,85.41,14,2012-05-04,0,86.88,85.03,2,86.76,94.55,86.45,45,85.60,0.0,bear confirmed,9055000,6602490.0,1.3714522854256501,-2.55,0
33,3,84.32,14,2012-05-07,0,85.20,84.19,1,84.74,94.55,86.45,44,84.75,0.0,bear confirmed,7245700,6657934.0,1.0882805386776138,-3.11,0
34,3,83.72,14,2012-05-08,0,84.12,81.49,3,84.02,94.55,86.45,41,82.26,0.0,bear confirmed,10411600,6767974.0,1.538362883781764,-3.31,0
35,0,83.28,14,2012-05-09,0,84.42,81.63,0,82.29,94.55,86.45,41,82.26,0.0,bear confirmed,7733500,6842380.0,1.1302353859329648,-3.58,0
36,0,82.81,14,2012-05-10,0,84.50,82.58,0,84.29,94.55,86.45,42,83.08,0.0,bear confirmed,4982000,6806414.0,0.731956651476093,-6.63,0
37,0,82.86,14,2012-05-11,0,83.89,81.82,0,81.99,94.55,86.45,41,82.26,0.0,bear confirmed,4531900,6747752.0,0.6716162656837418,-5.92,0
38,3,81.21,14,2012-05-14,0,82.23,81.08,1,81.84,94.55,86.45,40,81.44,0.0,bear confirmed,5213300,6743922.0,0.7730368174483632,-1.41,0
39,3,80.41,14,2012-05-15,0,82.13,80.07,1,81.43,94.55,86.45,39,80.63,0.0,bear confirmed,5304800,6682174.0,0.7938733711513648,-1.03,0
40,3,79.70,14,2012-05-16,0,81.63,79.57,1,81.06,94.55,86.45,38,79.84,0.0,bear confirmed,5803400,6545626.0,0.88660733136907,0.53,1
41,3,76.18,14,2012-05-17,0,79.51,76.00,4,78.97,94.55,86.45,34,76.72,0.0,bear confirmed,12695100,6651812.0,1.9085175588245729,3.14,1
42,0,76.94,14,2012-05-18,0,77.92,76.37,0,76.58,94.55,86.45,34,76.72,0.0,bear confirmed,8655900,6701506.0,1.2916350444213585,1.10,1
43,4,79.80,15,2012-05-21,1,80.08,77.50,4,77.68,94.55,76.72,38,79.84,0.0,bear correction,6811300,6707202.0,1.0155203317270003,0.47,1
44,1,79.38,15,2012-05-22,1,80.67,78.86,1,80.48,94.55,76.72,39,80.63,0.0,bear correction,7210500,6721428.0,1.072763109267852,-1.14,0
45,2,80.23,16,2012-05-23,0,80.51,77.97,3,78.53,80.63,76.72,36,78.26,0.0,bear confirmed,6668600,6693248.0,0.9963174829320534,-4.21,0
46,4,79.32,17,2012-05-24,1,80.66,78.23,3,80.65,80.63,78.26,39,80.63,0.0,bear correction,6421600,6698060.0,0.9587253622690749,-5.12,0
47,2,78.04,18,2012-05-25,0,79.54,77.77,3,79.29,80.63,78.26,36,78.26,0.0,bear confirmed,4637400,6684474.0,0.6937569059285742,-5.80,0
48,4,80.27,19,2012-05-29,1,81.50,78.86,4,79.13,80.63,78.26,40,81.44,1.0,bull confirmed,8238800,6733730.0,1.223512080228937,-7.69,0
49,2,78.24,20,2012-05-30,0,78.96,77.65,4,78.95,81.44,78.26,36,78.26,1.0,bull correction,6350800,6766016.0,0.9386321285672395,-3.05,0
50,3,76.02,20,2012-05-31,0,76.79,74.62,4,76.72,81.44,78.26,32,75.21,0.0,bear confirmed,12370400,6851686.0,1.8054534314619788,-0.41,0
51,3,74.20,20,2012-06-01,0,75.31,73.51,2,73.82,81.44,78.26,30,73.73,0.0,bear confirmed,9572500,6884636.0,1.3904148309365956,1.80,1
52,3,72.24,20,2012-06-04,0,74.57,71.78,2,74.56,81.44,78.26,28,72.27,0.0,bear confirmed,9812600,6891894.0,1.423788584096041,1.67,1
53,0,72.58,20,2012-06-05,0,73.58,72.03,0,72.03,81.44,78.26,28,72.27,0.0,bear confirmed,9212900,6955652.0,1.324519973109638,2.95,1
54,4,75.19,21,2012-06-06,1,75.19,73.33,3,73.51,81.44,72.27,31,74.46,0.0,bear correction,8464000,7033516.0,1.2033810685864652,-1.19,0
55,1,75.61,21,2012-06-07,1,77.97,75.42,4,77.06,81.44,72.27,35,77.49,0.0,bear correction,7773300,7104754.0,1.0940984022810643,-1.09,0
56,2,76.00,22,2012-06-08,0,76.06,74.04,4,75.34,77.49,72.27,31,74.46,0.0,bear confirmed,4399100,6987838.0,0.6295366320741838,-0.58,0
57,4,73.91,23,2012-06-11,1,77.62,73.83,4,77.39,77.49,74.46,35,77.49,0.0,bear correction,6436400,6950230.0,0.9260700725011978,1.35,1
58,2,75.53,24,2012-06-12,0,75.53,73.54,5,74.46,77.49,74.46,30,73.73,0.0,bear confirmed,5270100,6960026.0,0.7571954472583867,1.55,1
59,0,74.00,24,2012-06-13,0,75.48,73.47,0,74.83,77.49,74.46,30,73.73,0.0,bear confirmed,8308300,7021958.0,1.1831885066814698,1.63,1
60,0,74.52,24,2012-06-14,0,74.83,73.32,0,74.02,77.49,74.46,30,73.73,0.0,bear confirmed,6124300,7027884.0,0.8714287259152257,-0.79,0
61,0,75.42,24,2012-06-15,0,75.44,74.35,0,74.96,77.49,74.46,31,74.46,0.0,bear confirmed,6571800,7047656.0,0.9324802459143863,-1.71,0
62,0,75.26,24,2012-06-18,0,75.56,74.33,0,74.92,77.49,74.46,31,74.46,0.0,bear confirmed,4722600,7050576.0,0.6698176149012506,-3.34,0
