open,high,low,close,volume,50ma,label
72.36,72.75,72.02,72.65,49831600,84421862.0,1
72.76,73.06,71.64,71.84,64435700,84442428.0,1
71.59,71.87,70.8,71.03,59299800,84513002.0,1
71.44,71.75,71.19,71.31,49886200,84337302.0,2
71.2,72.02,71.1,71.94,52411800,83423200.0,2
72.06,72.6,71.62,71.92,56189000,82483926.0,1
71.74,72.11,71.39,71.58,52099600,81939872.0,1
72.01,72.26,71.26,72.14,93511600,82517456.0,1
72.89,73.17,72.44,73.0,88925200,82900216.0,1
73.31,73.88,73.05,73.78,70573300,82786802.0,1
73.99,74.32,72.95,73.08,74942000,82393178.0,1
73.11,73.31,72.44,72.76,55507900,81840528.0,1
72.88,72.96,72.33,72.68,50141000,80885154.0,1
73.0,73.22,72.55,72.66,42167300,80582110.0,0
72.8,73.36,72.67,73.33,50190000,79452212.0,0
73.43,73.58,73.14,73.45,45105200,78711682.0,0
73.29,73.44,72.79,72.94,40586000,77623476.0,0
73.08,73.1,71.83,72.0,68812800,76983536.0,0
71.48,71.87,70.65,70.87,72462600,76286014.0,1
71.1,71.23,70.22,70.86,60972100,74731062.0,1
70.76,71.82,70.67,71.8,51542400,70434294.0,0
71.84,72.06,70.83,70.87,59913000,69118504.0,1
70.26,70.78,70.01,70.34,67929400,67084584.0,2
70.66,70.69,70.02,70.62,51418500,65788968.0,1
70.43,70.62,69.22,70.12,66622500,65114098.0,1
70.13,70.54,69.6,70.26,53691400,64304520.0,2
70.4,71.45,70.29,71.07,71083600,64084468.0,2
71.12,72.04,70.93,71.91,45637200,63708386.0,2
71.52,72.0,71.28,71.98,50640800,62869800.0,2
71.62,71.9,71.0,71.04,98735000,63116704.0,2
76.92,77.17,75.91,76.86,189977900,65504978.0,2
76.43,77.44,76.35,77.43,97568800,65915850.0,2
77.55,80.65,77.51,80.43,167371400,67726288.0,1
80.38,80.68,79.81,80.19,84344400,68048554.0,1
80.23,81.15,79.85,79.89,114160200,69030500.0,1
80.14,80.52,79.38,80.08,61012000,68681900.0,1
80.19,80.44,79.84,80.22,47878600,68110182.0,1
79.89,81.36,79.87,81.36,71766800,68151594.0,1
81.47,81.82,80.47,80.47,93641100,68579868.0,1
80.58,80.86,79.57,80.19,70716100,68834430.0,1
80.08,80.92,79.83,80.05,57574300,68604830.0,1
79.58,79.81,79.0,79.71,72899400,68553408.0,2
79.98,80.82,79.97,80.71,53302200,67759608.0,1
80.59,80.94,80.42,80.83,39934300,67364388.0,1
80.65,81.33,80.56,80.85,41601000,66900708.0,2
80.96,81.22,80.05,80.16,57711500,67054624.0,2
80.13,81.35,79.69,81.34,69064100,67508462.0,2
81.39,82.68,81.32,82.31,79438800,67993590.0,2
82.3,82.55,81.78,82.32,58709000,68274850.0,2
82.2,82.59,81.96,82.54,49214900,67863026.0,2
82.58,83.02,82.24,82.67,50190000,67870194.0,2
82.67,83.69,82.56,83.6,58052400,67742528.0,2
83.84,85.2,83.81,85.17,87216500,68300862.0,1
85.22,85.74,84.92,84.95,78870400,68880546.0,2
85.47,86.7,85.46,86.5,94118500,69714680.0,1
86.85,87.7,85.62,86.17,141005200,71411004.0,1
86.3,86.42,84.74,85.58,92337700,72215766.0,2
85.56,86.96,85.53,86.79,73177300,71809080.0,2
86.78,88.2,86.6,87.78,83870500,71707986.0,1
87.97,88.4,87.48,88.13,75951400,71815548.0,1
88.48,88.66,87.74,87.89,87484600,72066400.0,1
88.34,89.46,87.43,89.29,75414997,72464542.0,1
90.27,90.58,89.17,89.82,62777000,72717262.0,0
89.7,90.3,89.07,89.44,45681000,72787536.0,1
89.62,89.69,87.58,87.95,54749000,72878716.0,1
87.86,88.09,86.6,86.99,54525000,73067112.0,1
87.2,88.39,87.15,87.86,35561000,72966612.0,1
87.97,88.34,87.48,87.75,29726000,72184876.0,1
87.93,87.95,87.05,87.84,33514000,71405904.0,1
87.95,87.96,87.04,87.54,35528000,70897022.0,1
87.53,88.2,86.62,86.63,100898000,71884134.0,1
87.02,87.31,86.34,86.56,43694000,71559754.0,2
86.48,87.42,85.95,86.03,39036000,70981886.0,2
85.97,86.43,85.43,86.11,36869000,70690896.0,2
86.12,86.77,85.58,86.62,32629000,70011026.0,2
86.55,87.67,86.5,87.65,64029000,70217778.0,2
87.77,89.32,87.76,88.56,49589000,69787886.0,2
89.12,89.64,88.75,89.12,38223000,69639602.0,1
89.45,89.64,88.71,89.08,28465000,69196086.0,1
89.26,89.67,88.82,89.61,22891800,67679222.0,1
89.71,91.47,89.67,91.45,56468000,65009024.0,1
91.74,92.25,89.5,90.86,65222000,64362088.0,1
90.95,91.44,90.3,90.9,36436000,61743380.0,1
89.35,91.06,89.12,90.56,39686000,60850212.0,0
90.87,91.38,90.4,90.74,34018000,59247368.0,1
91.35,92.33,91.15,91.91,42810000,58883328.0,0
92.25,92.29,90.56,90.84,45477900,58835314.0,1
92.41,92.53,90.28,90.32,53502000,58470018.0,2
90.56,90.8,88.22,88.71,57298000,57743156.0,2
89.22,90.28,88.64,89.99,49988000,57328594.0,2
90.52,90.53,89.31,89.52,39079000,56958688.0,2
90.23,90.43,89.69,90.26,55197000,56604640.0,2
90.93,93.28,90.69,92.62,92918000,57396956.0,1
92.47,92.74,91.88,92.46,45729000,57512850.0,1
92.29,93.24,92.09,93.08,43469000,57550210.0,1
93.22,94.57,92.96,94.36,55318000,57502340.0,0
94.66,94.76,93.63,93.75,43143000,56983918.0,0
93.81,94.06,93.08,93.53,33010000,56055342.0,0
92.59,92.86,90.84,91.1,56843000,56018022.0,1
90.44,92.07,90.35,91.61,48511000,56003944.0,1
91.84,92.04,90.69,91.09,39958000,55799304.0,1
90.87,91.18,89.92,90.64,55933000,55756916.0,1
90.29,90.99,90.25,90.49,38558000,54783746.0,2
90.91,91.89,90.12,90.48,46711000,54140558.0,2
90.27,90.81,89.33,90.73,41865000,53095488.0,2
91.24,92.02,90.82,91.93,36585000,51007084.0,2
91.98,92.78,91.56,91.91,33795000,49836230.0,2
92.08,93.13,91.98,93.13,31916000,49011004.0,2
93.21,93.44,92.7,93.38,28116000,47895914.0,2
93.76,94.04,92.76,93.84,48951000,47355906.0,2
94.32,95.17,93.84,94.96,47572000,46557654.0,2
95.2,96.42,95.12,96.28,69274700,46434848.0,1
96.19,96.81,95.72,96.32,52612800,46231564.0,1
96.32,96.67,95.88,96.32,33421900,45986382.0,1
96.05,97.18,95.95,97.03,44102400,45773450.0,1
97.48,97.85,97.0,97.24,40144700,45485844.0,1
97.13,97.21,96.59,96.62,33119800,45437020.0,1
96.75,98.23,96.44,97.81,46827400,45779048.0,0
97.29,98.43,97.26,97.92,68389800,46476564.0,0
98.51,98.55,97.88,98.16,44567000,46657344.0,0
98.7,99.35,98.37,98.93,53491400,45709212.0,0
98.74,98.83,94.41,94.75,125233100,47339994.0,2
94.67,95.86,93.65,93.97,85594800,48271170.0,2
94.62,95.18,94.15,94.78,58353200,48700854.0,2
95.1,95.11,93.9,94.2,46277800,48973830.0,2
94.89,98.72,92.07,93.84,189560600,51484462.0,2
93.86,96.83,93.62,96.73,100741900,52507520.0,1
96.16,97.15,95.4,97.14,62353100,52990122.0,1
96.93,97.87,96.8,97.36,62626100,53673344.0,1
98.46,98.69,97.15,97.33,61216500,54439838.0,1
95.58,96.98,94.71,96.59,66818200,54646842.0,1
96.99,97.49,96.34,97.28,60892400,54560250.0,1
97.62,98.02,97.26,97.48,37023900,54572008.0,0
97.96,98.02,96.61,96.69,70838500,55195058.0,1
97.49,97.82,96.32,96.78,52722000,55569138.0,1
96.34,98.58,96.29,98.3,63347200,55979882.0,1
97.84,98.5,96.92,97.44,59725174,56264827.0,0
96.26,96.45,93.59,93.73,99565849,57186104.0,2
94.36,96.49,94.24,96.49,62370501,57287554.0,1
94.48,96.19,94.46,95.88,49766312,57283121.0,1
96.54,97.24,96.28,96.49,55264139,57606824.0,1
96.33,96.43,94.52,94.98,51491286,57532709.0,1
95.07,95.98,93.89,95.67,47757828,56629506.0,1
95.23,95.97,94.85,95.4,43469585,56584317.0,1
95.72,96.39,95.21,95.4,37051182,56455961.0,1
95.22,95.88,94.55,94.57,42094183,56191485.0,1
94.58,96.83,94.15,96.54,57404674,56476718.0,0
97.24,98.05,96.35,96.75,77376525,57364049.0,0
96.43,97.71,96.06,96.47,66331592,57553821.0,0
97.04,97.47,95.59,95.59,53583368,57655268.0,1
96.14,96.27,94.4,94.57,63688562,58129879.0,2
93.82,94.96,91.15,93.41,100933600,59029891.0,2
91.51,93.59,91.37,92.19,72154523,59701822.0,2
93.38,94.81,92.71,93.54,68179688,60131195.0,2
94.16,95.73,94.06,95.54,77517279,60844241.0,2
98.66,98.66,96.99,98.14,94623904,62005019.0,2
98.49,99.71,98.26,98.63,68263146,62694382.0,2
99.68,100.61,99.25,100.4,71074674,63477555.0,2
100.73,101.03,100.11,100.77,47053916,63856314.0,2
100.41,101.02,100.27,100.66,34187701,63561048.0,2
100.94,102.22,100.89,102.22,48060949,63570827.0,1
102.14,102.83,101.86,102.8,52687879,63239090.0,1
102.43,102.81,101.42,102.45,40654793,62999930.0,2
103.44,103.47,102.67,103.43,44639285,63224278.0,1
103.64,105.63,103.44,104.77,52282550,63387881.0,1
104.73,104.86,103.16,104.01,41574365,63416474.0,1
104.48,104.68,103.55,104.26,37435905,63502796.0,2
104.46,104.64,103.69,104.55,34968457,63265617.0,2
104.6,105.15,104.41,104.85,33691535,62571652.0,2
104.86,105.16,104.52,104.68,27195547,62224223.0,2
104.55,105.56,104.26,105.52,27442252,61703240.0,2
105.21,107.18,105.2,107.0,46942431,60137427.0,2
107.53,109.12,107.34,108.52,59522855,59615988.0,2
108.83,109.83,108.74,109.82,44063595,59330196.0,2
109.91,112.8,108.98,109.64,46746712,59339574.0,2
109.59,111.28,109.54,111.06,44223978,56432842.0,1
111.04,111.32,109.46,110.3,41869160,55255387.0,2
110.53,112.4,110.47,111.87,43395537,54876236.0,2
113.03,113.08,111.6,112.03,57179298,54767299.0,1
112.39,114.24,112.17,114.1,47450824,54491986.0,0
114.53,115.18,112.97,113.11,68840440,54532431.0,1
113.44,114.56,113.33,114.46,40831886,54131220.0,0
114.72,114.84,113.55,114.39,24814402,53887031.0,0
114.28,114.7,107.02,110.68,83814037,54146541.0,0
109.17,111.33,108.45,110.26,59348940,54279080.0,1
111.33,111.91,110.72,111.51,43063440,53873405.0,0
111.35,112.73,110.89,111.08,42155776,53522017.0,0
111.56,111.65,110.27,110.61,38318895,52297078.0,0
109.75,110.27,107.36,108.11,57664850,52202965.0,0
105.99,109.94,105.18,109.77,60208036,52411799.0,0
110.04,110.47,107.28,107.68,44565318,52197823.0,0
107.98,109.46,107.09,107.36,41471578,51997429.0,1
106.25,107.6,105.4,105.54,56028138,52162835.0,1
106.48,107.34,102.29,104.1,67218082,52637805.0,2
102.31,105.96,102.21,102.67,60790733,53112596.0,2
103.03,105.65,102.74,105.24,53411773,53338948.0,2
107.6,108.35,106.44,108.35,59006218,53370979.0,1
107.98,108.92,107.4,107.52,88429770,53592043.0,1
107.88,109.16,107.7,108.63,45167549,53168763.0,1
108.91,109.01,108.17,108.25,26028419,52617664.0,1
108.28,108.41,107.74,107.74,14479611,51633485.0,0
107.82,110.15,107.74,109.64,33720951,50289232.0,0
109.45,110.39,109.36,109.56,27598920,49398120.0,0
109.3,109.57,107.83,108.23,29881477,48632155.0,0
108.52,108.81,106.0,106.17,41403351,47909877.0,1
107.14,107.19,103.25,105.16,53204626,47081491.0,2
104.16,104.5,101.39,102.2,64285491,47001938.0,2
102.48,103.33,100.64,102.21,65797116,46896387.0,2
103.11,104.07,102.62,103.64,40105934,46757427.0,1
105.06,107.87,104.55,107.62,59364547,47260964.0,0
108.37,108.93,106.0,107.74,53315099,47366047.0,0
108.3,108.33,104.65,105.08,49650790,47305305.0,1
107.18,108.5,104.76,106.02,67091928,47834048.0,1
104.88,106.27,104.36,105.61,48956588,47920394.0,2
105.8,105.86,102.59,102.74,60013996,48075023.0,2
102.95,103.48,101.19,101.95,78513345,48813803.0,2
103.73,104.81,102.44,104.57,49899907,49063083.0,1
104.79,106.82,104.14,105.37,48575897,49335232.0,2
106.05,108.18,105.53,108.11,53796409,49737329.0,2
108.02,109.41,107.28,108.67,46464828,50122715.0,2
109.4,110.0,108.5,108.78,55614979,50686169.0,2
108.13,108.19,104.87,104.98,95568749,51658696.0,2
113.14,113.61,110.91,110.91,146477063,53397780.0,2
111.88,114.64,111.15,114.36,84436432,54205236.0,1
113.88,115.42,112.39,112.69,83745461,54945211.0,1
113.55,114.62,111.65,114.1,62739100,55315514.0,1
113.98,114.55,113.12,114.12,51915749,55516446.0,2
113.98,115.91,113.8,115.0,70149743,56051530.0,2
115.9,116.1,115.15,115.82,42246245,55752869.0,2
115.9,116.12,114.38,114.84,43706567,55677984.0,2
114.48,115.72,114.36,115.61,38889797,55078971.0,2
116.04,117.95,116.03,117.83,62008506,55502503.0,2
118.55,120.63,118.29,120.59,73561797,56477451.0,2
121.73,123.1,121.26,122.12,74474466,56290660.0,2
122.91,122.91,121.33,122.71,54272219,56189125.0,2
123.11,124.45,122.56,123.44,63152405,56590904.0,2
123.24,124.36,123.07,124.29,44891737,56645624.0,1
124.07,124.6,123.92,124.04,37362381,56626493.0,1
124.2,125.05,123.65,125.05,48948419,56452165.0,1
125.55,128.43,125.2,128.43,70974110,56667486.0,0
128.37,129.01,126.66,127.63,69228130,57160743.0,0
127.04,127.08,123.75,124.36,74711746,57825546.0,1
124.36,126.37,122.26,125.93,91287529,58530734.0,0
125.53,126.08,123.83,124.05,62014847,58426669.0,1
124.81,125.8,123.89,124.66,48096663,58172788.0,1
124.53,125.07,123.69,124.92,37816283,57860878.0,0
124.66,125.11,123.91,124.12,31666340,57314080.0,0
124.16,124.33,121.44,122.07,56517146,56675828.0,1
123.99,124.92,121.92,122.25,72842060,57229318.0,0
123.56,125.12,120.76,122.77,88528487,58479319.0,1
122.07,122.85,119.55,120.23,68856582,59566859.0,2
120.46,120.48,117.92,118.04,68938974,60271219.0,2
118.11,120.61,117.45,120.17,48362719,60686495.0,2
120.13,121.09,118.37,119.34,51827283,61125411.0,1
119.62,120.66,118.65,120.66,35874300,61014830.0,1
121.57,122.95,121.33,122.68,51023104,60971200.0,1
122.64,124.72,122.03,124.06,65270945,60990909.0,0
124.33,124.8,123.02,123.12,45809490,60591156.0,0
123.84,123.99,120.86,121.57,68695136,61162940.0,0
122.75,123.46,122.17,122.84,37709674,60729843.0,1
122.86,123.64,122.21,122.34,32842304,60320387.0,1
122.19,122.46,119.14,119.14,51655177,60360475.0,1
118.54,120.59,118.39,119.97,47572869,59970094.0,1
120.29,120.42,118.69,119.02,39546151,59781885.0,2
119.79,122.06,119.74,122.03,47099670,59523598.0,1
121.76,122.14,120.08,120.16,42090553,58795143.0,1
120.53,120.82,118.87,119.98,40621437,58609573.0,1
120.73,121.25,119.92,121.01,32220131,58282458.0,1
120.19,123.13,120.06,122.98,37193975,57950409.0,1
123.26,123.72,121.65,121.68,35012268,57721358.0,1
121.53,122.06,120.68,121.28,37329243,57355643.0,1
121.53,122.23,120.38,122.21,32483974,56093948.0,1
121.62,122.84,120.96,122.73,40187953,53968166.0,1
123.96,124.15,122.26,122.49,36365123,53006739.0,1
122.64,122.92,121.58,121.96,25524593,51842322.0,1
122.07,122.76,121.68,122.42,28970419,51166948.0,1
121.94,122.73,121.78,121.84,28368987,50696013.0,2
121.24,121.81,120.18,120.46,51957046,50332159.0,2
121.26,123.72,120.87,123.22,47054310,50428320.0,2
123.7,123.8,122.32,122.55,32435057,50202890.0,2
122.63,124.44,121.98,124.2,37654505,50178184.0,1
123.89,125.94,123.74,125.22,45770902,49853432.0,0
126.01,126.14,124.79,125.8,44525905,49272715.0,1
127.76,128.56,126.64,128.09,96954207,49722309.0,0
129.84,129.92,125.12,126.07,118923970,51015344.0,0
125.69,127.07,123.89,124.22,63386083,51020018.0,0
123.12,123.49,120.3,120.85,83195423,51786092.0,1
121.77,125.66,121.0,124.52,58512638,52209097.0,1
125.05,126.08,123.85,124.28,50988278,52249894.0,1
123.75,124.04,121.46,121.48,49271416,51815840.0,1
122.21,122.4,119.12,120.72,72141010,51874098.0,1
120.99,122.26,120.26,121.46,43940895,51258681.0,2
122.84,123.75,122.29,123.75,55550382,50543938.0,1
123.53,123.69,121.82,122.49,42035757,50144356.0,2
121.79,123.03,121.04,122.05,48160032,50145623.0,2
122.32,123.33,122.05,122.19,34694235,50083182.0,2
123.55,125.04,123.3,125.04,45203456,50353925.0,1
125.16,125.56,124.32,124.86,38208034,49987742.0,2
124.49,126.76,124.47,126.24,50882918,49548560.0,1
126.73,126.91,125.71,126.13,44633240,48670655.0,1
126.06,127.01,125.42,126.12,36454932,48022622.0,1
126.13,127.64,125.89,127.41,39730364,47438449.0,1
127.61,128.94,127.42,128.52,45595972,47383115.0,1
128.58,128.88,125.2,125.69,70697560,47760520.0,1
126.39,128.25,126.11,128.04,45833246,47959699.0,1
127.86,127.95,127.12,127.78,30733309,47553903.0,1
127.25,127.46,125.96,126.33,50884452,47266173.0,1
127.22,127.41,126.11,126.58,32112797,46992239.0,0
125.92,126.69,125.4,126.02,33667627,46291689.0,1
126.7,126.97,125.96,126.17,30983542,46157167.0,1
125.65,126.62,125.0,125.44,38450118,46269323.0,1
125.57,125.76,124.47,124.75,35626800,45948755.0,1
124.99,125.29,122.98,123.92,52674786,46050794.0,1
122.86,124.2,121.81,123.56,56075420,46381379.0,1
124.04,125.42,123.97,124.97,39087250,46221131.0,1
125.26,126.23,124.58,124.69,35390887,46087137.0,1
124.3,124.44,123.26,123.31,36886246,46012433.0,1
122.28,123.38,121.9,123.07,43988946,46247810.0,1
123.18,123.97,122.54,123.73,31494131,46133813.0,1
123.85,124.0,122.9,123.44,32918071,46091929.0,1
123.37,124.42,123.36,124.0,35407220,46053488.0,1
123.84,123.94,122.57,122.76,54716887,46498147.0,1
123.62,124.18,123.23,123.74,34039345,46375175.0,0
123.61,123.74,123.03,123.18,30268863,46253249.0,1
123.35,125.86,123.26,124.22,55280855,46848375.0,1
124.95,125.28,123.63,123.63,31938100,46907728.0,1
123.8,124.11,122.67,122.91,44066841,47221685.0,1
121.66,122.64,120.7,120.75,49161427,47165773.0,1
121.76,122.3,121.07,121.62,44370682,47112100.0,0
123.05,123.09,122.17,122.76,30238811,47068175.0,0
122.6,122.85,121.96,122.61,27210952,46859304.0,0
121.15,122.4,121.06,122.18,28060431,46505095.0,1
122.07,122.32,120.02,121.88,46946811,46553513.0,1
120.7,120.86,118.82,118.85,60761614,45829661.0,2
120.09,120.3,115.6,116.43,78595038,45023083.0,2
118.24,120.09,117.53,119.54,61354474,44982450.0,2
121.24,121.94,120.55,121.85,41440538,44147353.0,2
122.22,122.54,121.25,121.8,31768139,43612463.0,2
121.91,123.29,121.77,122.97,33649200,43265681.0,1
123.87,124.67,123.49,124.61,36222447,43004702.0,0
125.17,125.69,124.42,125.69,46164710,42485176.0,0
127.0,128.94,126.74,128.06,58900203,42784362.0,0
128.82,128.89,126.37,126.78,76756427,43208483.0,0
118.29,121.69,118.29,121.42,115450607,44676780.0,1
122.37,123.24,121.27,121.36,50999452,44733568.0,0
121.52,121.93,120.14,120.72,42162332,44882930.0,0
119.36,119.86,118.42,119.05,44455540,44867972.0,0
119.64,120.15,118.83,119.64,33618097,44776173.0,0
119.42,119.76,118.56,119.26,37011653,44498748.0,0
118.61,118.85,118.02,118.66,33628268,44278648.0,0
118.88,118.92,117.24,117.62,42884953,44407249.0,0
117.82,118.85,113.96,114.85,69975968,45012161.0,1
113.86,114.13,109.82,111.16,124138623,46583014.0,1
109.52,113.88,108.7,111.9,98384461,47136752.0,1
112.96,113.48,111.16,112.14,52903040,47278148.0,1
111.61,113.24,111.53,112.52,38670405,47436890.0,1
113.51,116.88,113.51,116.62,54951597,47518233.0,0
114.76,115.12,110.39,110.55,97082814,48817633.0,2
109.61,112.43,106.79,112.25,101685610,50177993.0,1
113.03,113.38,111.57,112.16,48535789,50529038.0,0
111.36,113.29,111.05,112.95,42929516,50618626.0,0
113.03,114.6,112.5,114.12,40884745,50723784.0,0
113.41,114.39,113.0,113.48,34560708,50361503.0,0
113.09,113.5,111.71,112.03,48286510,50205725.0,0
111.12,111.38,108.74,109.73,68501622,50794012.0,1
107.57,109.0,102.9,103.02,128275471,52651704.0,2
92.41,105.98,89.61,100.45,162206292,55158105.0,2
108.23,108.23,100.82,101.05,103601599,56350358.0,2
104.31,107.04,102.33,106.84,96774611,57655967.0,2
109.34,110.3,107.17,109.99,84616056,58689927.0,0
109.26,110.37,108.65,110.35,53164407,59045071.0,0
109.22,111.56,109.1,109.84,56229271,59075318.0,1
107.32,108.98,104.58,104.93,76845860,59931449.0,2
107.15,109.43,106.3,109.43,61888812,60563848.0,1
109.57,109.86,107.19,107.51,53233940,60522909.0,2
106.14,107.59,105.7,106.44,49996311,60884074.0,2
108.75,109.64,107.46,109.4,54843626,61099609.0,2
110.81,111.06,106.92,107.29,85010804,61816597.0,2
107.41,110.34,107.05,109.65,62892831,62187040.0,1
108.89,111.25,108.86,111.25,49915473,62580573.0,1
113.56,113.86,111.88,112.32,58363431,63203623.0,1
112.92,113.51,111.45,113.26,43341155,63509237.0,0
113.24,113.52,112.45,113.39,37173489,63313771.0,1
112.66,113.47,110.77,110.97,64112641,63380791.0,1
109.3,111.34,108.97,110.51,74285291,63294596.0,1
110.72,112.38,110.71,112.22,50221965,63071946.0,0
110.44,111.22,109.6,110.46,50346159,63250059.0,0
110.68,111.74,110.36,111.36,35756716,63329830.0,0
110.31,112.5,109.46,112.02,50219475,63661236.0,0
113.42,113.66,111.06,111.74,56151926,64059825.0,0
110.9,111.6,109.52,109.52,50782189,64152175.0,1
109.9,110.57,105.06,106.23,73365384,64441478.0,2
107.31,108.65,105.91,107.1,65041596,64207182.0,1
106.24,106.78,104.53,106.74,63929100,63176752.0,1
105.21,108.14,104.76,107.52,58019758,63317158.0,1
107.03,108.48,106.24,107.91,52064743,63515206.0,1
107.76,108.84,106.92,108.42,48856977,63603235.0,1
108.84,108.87,106.57,107.91,46765550,63866184.0,1
107.33,107.33,105.4,106.66,61979577,64365542.0,2
107.15,109.37,106.65,109.21,52766140,64748300.0,1
109.81,109.83,108.55,108.71,30467204,64499945.0,1
107.95,109.53,107.81,108.89,33049256,63761411.0,1
108.4,108.63,106.72,107.35,44462449,62167887.0,2
108.05,109.19,107.62,108.96,37673452,60953667.0,2
108.88,109.1,107.66,108.16,39232609,60680258.0,2
107.93,108.85,107.25,108.83,29759153,60502033.0,2
108.45,111.21,107.95,110.82,48967763,60382357.0,1
111.04,112.58,110.75,110.81,42326974,59287240.0,2
111.36,112.5,111.14,112.5,41654089,58086609.0,2
113.67,116.14,113.31,115.99,59366914,58303232.0,1
115.02,115.07,111.94,112.29,66333781,58771317.0,2
112.41,113.52,111.03,111.58,69884400,59351310.0,2
113.9,116.21,113.05,116.18,85551352,60371123.0,2
115.62,117.56,115.2,117.4,51227334,60429940.0,1
117.85,118.08,116.35,116.4,49365254,60047212.0,1
116.76,118.21,116.51,118.04,32203267,58125768.0,1
117.66,120.29,117.57,119.39,45518976,55792022.0,0
119.94,120.61,118.47,118.84,44886050,54617711.0,0
119.2,120.02,117.56,118.29,39552680,53473272.0,0
118.47,119.16,118.0,118.42,33042283,52441797.0,0
118.33,119.16,117.44,117.95,33871405,52055937.0,0
114.36,115.5,113.54,114.23,59127931,52113910.0,0
113.84,114.86,112.7,113.58,45217971,51481352.0,1
113.73,114.28,113.13,113.2,32525579,50894087.0,2
112.69,113.06,109.83,109.9,45812403,50745657.0,2
108.96,111.75,108.58,111.69,38106701,50507865.0,2
112.42,112.55,110.85,111.22,27583101,49962654.0,2
113.24,114.93,112.99,114.74,46674697,49195932.0,1
115.08,117.14,114.22,116.2,43295820,48803992.0,1
116.61,117.31,116.26,116.7,34287096,48491424.0,1
116.67,117.12,114.79,115.19,32482528,47973806.0,1
114.78,116.75,114.57,116.29,42803172,47963046.0,0
116.62,116.64,115.35,115.46,21388308,47647343.0,0
115.72,115.83,115.04,115.25,13046445,46626019.0,1
115.42,116.81,115.19,115.72,39180322,45923919.0,1
116.16,116.22,114.32,114.79,34852374,45616528.0,1
114.5,115.54,113.55,113.75,33386563,45277336.0,1
114.01,114.25,111.73,112.69,41569509,45393592.0,1
112.78,116.66,112.6,116.44,57776977,45544742.0,0
116.39,117.25,115.25,115.71,32084249,45063388.0,0
114.96,116.02,114.32,115.66,34309450,44733933.0,0
115.08,115.13,112.58,113.1,46361357,44193853.0,0
113.51,114.4,113.0,113.64,29212727,43477275.0,0
112.68,112.88,110.4,110.72,46886161,43136417.0,0
109.74,110.23,107.4,110.03,65003609,43276094.0,0
109.5,110.34,107.95,108.08,53323105,43301261.0,0
108.65,109.55,106.43,108.92,56238467,43448891.0,0
109.58,109.81,106.61,106.61,44772827,43409036.0,1
106.54,107.14,103.51,103.72,96453327,44098511.0,1
104.94,105.03,103.27,104.99,47590610,43995001.0,1
105.06,105.38,104.13,104.9,32789367,44041444.0,1
104.94,106.48,104.87,106.25,32657354,44033606.0,0
106.63,106.63,105.6,105.68,13596680,43416290.0,0
105.25,105.35,103.87,104.5,26704210,43196906.0,0
104.63,107.05,104.53,106.37,30931243,43030878.0,0
106.22,106.33,104.85,104.98,25213777,42939971.0,0
104.68,104.7,102.54,102.97,40912316,42778862.0,0
100.38,103.08,99.78,103.06,67649387,43285310.0,0
103.45,103.55,100.18,100.48,55790992,43568048.0,0
98.37,100.14,97.7,98.51,68457388,43749858.0,0
96.53,97.95,94.33,94.35,81094428,44045071.0,2
96.4,96.95,94.65,94.85,70798016,44063343.0,1
96.82,96.9,95.22,96.39,49739377,43347103.0,1
98.36,98.5,96.69,97.78,49154227,43305641.0,0
98.14,98.99,95.18,95.27,62439631,43567129.0,1
95.83,98.29,93.66,97.35,63170127,44186466.0,1
