open,high,low,close,volume,prior_high,50ma,next_close
96.27,96.5,93.42,94.56,53087747,98.39,45036798.0,94.68
120.7,120.86,118.82,118.85,60761614,126.18,45829661.0,116.43
76.3,76.84,75.32,75.54,89929700,71.56,78803704.0,75.43
93.17,94.21,92.91,93.57,42062391,109.77,39527020.0,93.21
82.3,82.55,81.78,82.32,58709000,81.44,68274850.0,82.54
79.64,80.24,77.23,78.93,254608200,82.26,128308712.0,77.8
72.01,72.26,71.26,72.14,93511600,73.0,82517456.0,73.0
81.47,81.82,80.47,80.47,93641100,73.73,68579868.0,80.19
81.21,81.88,79.8,80.61,139631800,82.26,122494302.0,79.65
95.23,95.97,94.85,95.4,43469585,98.39,56584317.0,95.4
66.24,66.67,65.2,66.26,115386600,72.27,149520504.0,67.48
70.49,70.71,69.03,69.18,148583400,72.27,152837930.0,68.78
93.34,93.95,92.23,92.42,37357215,98.39,49985176.0,94.25
122.84,123.75,122.29,123.75,55550382,124.93,50543938.0,122.49
116.73,117.24,116.18,116.95,23624896,115.37,35768778.0,116.87
93.65,94.43,93.53,94.22,32025968,109.77,39562076.0,95.42
92.74,94.36,92.38,93.43,44331195,95.5,51244169.0,92.72
74.69,75.72,74.69,75.02,70648200,71.56,78838200.0,74.69
74.8,75.29,74.47,74.69,57475600,71.56,78426250.0,74.12
60.27,60.32,58.86,59.55,134871100,67.41,148375178.0,58.07
80.85,81.25,80.85,81.24,48734700,79.05,95404470.0,82.33
57.49,58.1,56.99,57.95,71458100,60.42,110965092.0,57.16
128.37,129.01,126.66,127.63,69228130,115.37,57160743.0,124.36
73.92,74.62,73.86,73.92,65062900,75.21,90165278.0,72.75
100.73,101.03,100.11,100.77,47053916,97.42,63856314.0,100.66
124.16,124.33,121.44,122.07,56517146,128.71,56675828.0,122.25
74.78,74.96,74.29,74.44,58671200,76.72,79518446.0,72.8
69.25,70.13,68.98,70.05,69829200,71.56,91455070.0,69.85
128.82,128.89,126.37,126.78,76756427,126.18,43208483.0,121.42
79.86,80.71,78.42,79.16,238632800,83.08,176479660.0,76.44
122.91,122.91,121.33,122.71,54272219,115.37,56189125.0,123.44
87.02,87.31,86.34,86.56,43694000,89.96,71559754.0,86.03
126.39,128.25,126.11,128.04,45833246,124.93,47959699.0,127.78
71.9,72.02,71.22,71.81,55182400,74.46,84123424.0,71.88
76.14,76.27,75.3,75.36,86088100,71.56,78221696.0,76.23
67.57,67.96,67.36,67.72,85171800,68.09,83942558.0,66.18
119.79,122.06,119.74,122.03,47099670,123.69,59523598.0,120.16
96.26,96.45,93.59,93.73,99565849,98.39,57186104.0,96.49
107.93,108.85,107.25,108.83,29759153,108.68,60502033.0,110.82
67.42,67.77,66.25,67.62,113780100,70.15,153190100.0,66.9
66.99,67.54,66.7,66.9,88569600,70.15,152798982.0,69.86
91.94,93.66,91.68,92.42,75311356,100.37,42155132.0,91.08
114.96,116.02,114.32,115.66,34309450,116.52,44733933.0,113.1
61.34,62.28,61.27,61.61,88818800,63.51,151851588.0,60.76
91.79,92.14,91.39,91.49,142897300,89.07,100933784.0,90.27
71.63,72.12,70.68,71.24,92992200,74.46,88871384.0,71.45
106.54,107.14,103.51,103.72,96453327,109.77,44098511.0,104.99
93.02,93.08,91.71,92.26,35890500,109.77,37836756.0,91.75
93.95,95.34,93.68,94.91,35546358,100.37,41138990.0,94.55
97.49,97.82,96.32,96.78,52722000,98.39,55569138.0,98.3
66.56,67.16,66.3,66.72,80018400,66.08,95736634.0,67.05
71.67,71.69,70.53,70.68,57988000,74.46,88509568.0,70.04
104.94,105.03,103.27,104.99,47590610,109.77,43995001.0,104.9
58.37,58.62,56.14,57.0,185403400,61.03,116743900.0,57.76
105.06,105.38,104.13,104.9,32789367,109.77,44041444.0,106.25
67.73,67.89,65.49,66.18,185798900,68.09,84765954.0,62.58
94.49,95.46,94.33,94.89,26026540,100.37,41818175.0,94.0
105.73,107.1,105.64,106.93,40553402,99.37,35430772.0,107.82
115.42,116.81,115.19,115.72,39180322,120.05,45923919.0,114.79
72.88,72.96,72.33,72.68,50141000,73.0,80885154.0,72.66
71.48,71.87,70.65,70.87,72462600,73.73,76286014.0,70.86
93.46,95.26,93.05,95.05,49057916,94.55,52471407.0,96.5
76.43,77.44,76.35,77.43,97568800,73.73,65915850.0,80.43
112.41,113.52,111.03,111.58,69884400,115.37,59351310.0,116.18
108.98,110.49,108.98,110.2,33257316,109.77,35543389.0,110.26
61.46,61.51,60.81,60.89,73573500,63.51,135301600.0,59.69
57.33,57.33,56.66,56.75,59653300,61.64,112076020.0,55.44
57.36,57.8,57.18,57.39,48756400,60.42,109381762.0,56.22
71.2,72.02,71.1,71.94,52411800,73.0,83423200.0,71.92
113.51,114.4,113.0,113.64,29212727,116.52,43477275.0,110.72
81.21,81.29,78.53,78.75,214911200,83.08,164939474.0,75.49
73.06,73.84,71.37,73.43,139248900,75.21,157057082.0,73.24
96.32,96.67,95.88,96.32,33421900,94.55,45986382.0,97.03
79.98,80.82,79.97,80.71,53302200,81.44,67759608.0,80.83
77.55,80.65,77.51,80.43,167371400,73.73,67726288.0,80.19
118.24,120.09,117.53,119.54,61354474,126.18,44982450.0,121.85
127.0,128.94,126.74,128.06,58900203,126.18,42784362.0,126.78
70.58,70.79,70.04,70.35,92570100,75.21,93204230.0,71.62
115.72,115.83,115.04,115.25,13046445,120.05,46626019.0,115.72
59.59,59.84,59.31,59.42,90325200,57.49,117725020.0,60.83
98.95,99.41,98.69,98.91,26275968,100.37,35828483.0,98.39
108.04,108.76,107.98,108.29,21257669,99.37,33595190.0,107.48
68.53,69.48,67.63,68.78,121039100,72.27,152525058.0,68.96
102.14,102.83,101.86,102.8,52687879,97.42,63239090.0,102.45
81.24,81.44,80.28,81.24,143245200,80.63,156559088.0,82.46
96.58,96.82,95.62,96.7,40191600,99.37,40336416.0,96.9
123.18,123.97,122.54,123.73,31494131,126.18,46133813.0,123.44
58.29,60.35,58.05,60.1,143336900,60.42,148548722.0,60.04
71.09,71.34,70.26,70.37,84448000,70.15,91308070.0,70.89
111.07,112.81,110.98,112.3,29869442,115.37,37556945.0,112.51
109.81,110.35,108.83,109.95,27632003,117.69,39767378.0,110.06
74.06,75.47,73.72,75.36,132357400,74.46,159631668.0,75.18
82.47,82.56,79.66,79.69,186021500,84.75,117501986.0,82.86
92.65,94.16,92.14,93.61,56831277,109.77,37662404.0,92.64
95.24,95.88,94.35,94.55,29219122,100.37,41178726.0,95.09
93.95,94.53,91.31,91.39,133369674,98.39,49180792.0,92.04
59.91,60.13,58.81,59.91,93088100,61.03,113739920.0,59.72
77.13,77.2,75.81,76.17,93729300,82.26,125910764.0,73.25
111.89,112.79,111.23,112.47,36379106,115.37,37702201.0,111.94
68.59,68.92,67.74,67.88,101901100,72.27,150528252.0,68.72
71.31,73.01,71.31,72.1,94623200,76.72,75681844.0,73.53
66.92,67.29,66.74,67.21,90576500,57.49,84978208.0,67.93
96.15,96.68,96.1,96.4,24167463,100.37,37369398.0,95.86
78.87,79.07,77.71,78.65,117330500,80.63,109339874.0,77.93
62.06,62.09,61.27,61.68,63944300,57.49,79919280.0,60.8
78.73,78.88,78.14,78.46,101680600,80.63,181647592.0,75.99
69.85,70.43,69.71,69.92,52234700,71.56,86725758.0,69.31
57.82,58.66,57.74,58.58,160990200,63.51,136471580.0,60.17
99.68,100.61,99.25,100.4,71074674,97.42,63477555.0,100.77
60.87,61.1,59.88,60.21,83713000,57.49,118083686.0,60.44
107.59,108.98,107.53,108.92,25868209,99.37,33781265.0,108.82
89.26,89.67,88.82,89.61,22891800,89.96,67679222.0,91.45
113.56,113.86,111.88,112.32,58363431,110.87,63203623.0,113.26
58.69,58.75,57.36,58.0,126727300,57.49,118426798.0,58.83
85.52,87.42,84.7,87.41,141330700,88.19,95121894.0,86.59
103.16,106.02,103.15,105.91,31190083,96.45,43773685.0,107.76
77.78,78.66,77.49,77.99,155967700,78.26,141903118.0,77.56
74.25,75.04,72.43,74.39,241632300,80.63,182599186.0,72.9
72.75,72.79,70.71,71.26,128950500,82.26,135715454.0,71.27
82.5,82.85,82.03,82.44,64335600,79.05,92455202.0,83.16
67.63,68.16,66.84,67.26,169625400,75.21,89021884.0,67.37
123.05,123.09,122.17,122.76,30238811,126.18,47068175.0,122.61
111.04,112.58,110.75,110.81,42326974,108.68,59287240.0,112.5
68.2,68.31,67.01,67.04,89672100,57.49,85050798.0,67.21
70.24,70.58,69.74,69.93,68924100,71.56,92551648.0,69.58
70.13,70.54,69.6,70.26,53691400,73.73,64304520.0,71.07
71.61,71.87,70.39,70.48,119292600,82.26,137560948.0,69.0
122.86,124.2,121.81,123.56,56075420,128.71,46381379.0,124.97
103.52,105.52,103.48,104.96,32444375,96.45,46214994.0,104.38
74.29,74.69,73.56,74.46,95127200,74.46,161490700.0,75.36
122.21,122.4,119.12,120.72,72141010,124.93,51874098.0,121.46
75.48,76.65,75.48,76.23,80123400,71.56,78683962.0,76.11
80.13,81.35,79.69,81.34,69064100,81.44,67508462.0,82.31
68.31,68.82,68.1,68.29,43938300,70.15,154432796.0,67.34
73.25,73.47,72.39,72.68,79302300,76.72,78967126.0,73.14
113.24,114.93,112.99,114.74,46674697,120.05,49195932.0,116.2
80.59,80.94,80.42,80.83,39934300,81.44,67364388.0,80.85
56.57,57.37,56.16,56.56,101387300,63.51,137832450.0,57.11
107.1,107.16,105.18,105.71,60821461,109.77,35612212.0,105.15
112.47,113.54,111.94,112.99,34514269,115.37,36950702.0,112.97
56.46,57.85,56.3,56.75,132379800,61.64,129990924.0,57.04
78.1,78.52,77.12,77.93,107010400,80.63,108425086.0,78.72
109.88,111.32,108.05,110.88,59176361,117.69,38651821.0,107.79
59.93,60.1,58.44,58.47,93144800,63.51,140178878.0,59.28
70.53,72.15,70.52,71.78,100345700,71.56,80554222.0,73.47
104.79,106.82,104.14,105.37,48575897,108.68,49335232.0,108.11
76.92,77.17,75.91,76.86,189977900,73.73,65504978.0,77.43
86.48,87.42,85.95,86.03,39036000,89.96,70981886.0,86.11
76.09,77.22,75.94,77.1,100023000,76.72,118798274.0,78.0
82.27,83.03,81.71,82.29,115003700,89.07,111560974.0,82.95
91.75,91.81,88.53,89.39,76314690,109.77,38636560.0,89.57
94.93,95.32,92.15,92.47,46418064,95.5,50560947.0,93.45
126.01,126.14,124.79,125.8,44525905,123.69,49272715.0,128.09
75.5,76.43,75.32,76.25,106847300,79.84,178940496.0,75.71
94.89,98.72,92.07,93.84,189560600,98.39,51484462.0,96.73
74.29,76.5,74.22,76.22,110103000,75.21,145472740.0,76.44
113.09,113.5,111.71,112.03,48286510,116.52,50205725.0,109.73
55.62,55.82,54.24,54.96,120279600,60.42,110074076.0,53.5
76.25,76.81,75.48,76.4,132283900,82.26,126136822.0,76.17
98.21,98.82,97.92,97.99,22409450,99.37,40395596.0,97.9
58.34,59.09,57.85,58.55,147984200,57.49,89503890.0,58.28
70.12,70.77,70.11,70.48,57327900,71.56,80544212.0,71.78
67.64,68.33,67.19,67.49,100366000,75.21,91083776.0,68.47
113.51,116.88,113.51,116.62,54951597,122.47,47518233.0,110.55
115.04,116.2,114.98,115.19,34031834,111.98,33535503.0,115.82
110.72,112.38,110.71,112.22,50221965,113.1,63071946.0,110.46
70.36,71.23,70.23,71.08,70604800,71.56,90083784.0,70.65
83.27,83.8,81.46,81.77,222431300,80.63,159291846.0,81.48
71.59,71.87,70.8,71.03,59299800,73.0,84513002.0,71.31
117.66,120.29,117.57,119.39,45518976,115.37,55792022.0,118.84
65.45,65.51,64.41,64.43,79239300,67.41,95648322.0,65.05
87.0,88.23,86.84,88.2,91973000,88.19,95210010.0,87.59
64.84,65.26,63.99,65.1,75431300,66.08,95709306.0,65.51
121.73,123.1,121.26,122.12,74474466,115.37,56290660.0,122.71
56.49,56.54,55.33,55.46,145688900,63.51,135385348.0,56.93
62.92,64.03,62.49,63.37,129372600,60.42,151005400.0,61.78
110.31,112.5,109.46,112.02,50219475,113.1,63661236.0,111.74
109.9,110.57,105.06,106.23,73365384,113.1,64441478.0,107.1
107.68,108.38,107.46,108.25,26315204,99.37,34664372.0,107.45
94.42,95.17,94.22,94.46,35374173,94.55,52227960.0,95.29
73.43,73.58,73.14,73.45,45105200,73.0,78711682.0,72.94
123.61,123.74,123.03,123.18,30268863,126.18,46253249.0,124.22
65.99,66.62,65.44,65.87,183551900,72.27,148033746.0,63.79
74.82,75.05,74.42,74.76,50749300,76.72,127377306.0,74.04
81.33,82.15,80.74,81.04,153584200,80.63,161991480.0,78.75
71.88,72.4,71.63,72.07,50015700,74.46,86780932.0,71.85
111.88,114.64,111.15,114.36,84436432,109.77,54205236.0,112.69
54.11,55.3,53.91,55.09,191024400,57.49,115146948.0,56.79
76.84,76.95,75.51,75.71,97637400,79.84,178476732.0,73.55
95.74,96.63,95.72,95.96,23794945,100.37,38256679.0,96.4
72.76,73.06,71.64,71.84,64435700,74.46,84442428.0,71.03
57.83,57.86,56.78,56.84,138112100,63.51,135599996.0,55.46
106.84,107.33,106.14,107.02,25086248,99.37,33342873.0,106.39
99.31,99.32,97.05,97.28,51794525,96.45,46566730.0,97.81
61.17,62.06,59.96,61.82,176145200,60.42,150523128.0,62.72
60.02,61.02,59.83,60.99,98776300,63.51,136082716.0,61.21
110.26,110.45,107.92,108.04,46938969,109.77,35325216.0,105.71
88.92,89.29,86.52,86.61,121999500,88.19,97602428.0,86.33
110.78,112.03,110.07,111.46,28528750,117.69,33655271.0,110.52
122.07,122.76,121.68,122.42,28970419,123.69,51166948.0,121.84
74.46,75.09,73.86,75.02,68206600,72.27,146318914.0,77.39
94.48,96.19,94.46,95.88,49766312,98.39,57283121.0,96.49
58.89,59.31,58.47,58.9,111795600,63.51,142776858.0,59.53
93.38,94.81,92.71,93.54,68179688,97.42,60131195.0,95.54
112.78,116.66,112.6,116.44,57776977,116.52,45544742.0,115.71
73.11,73.31,72.44,72.76,55507900,73.0,81840528.0,72.68
115.9,116.12,114.38,114.84,43706567,115.37,55677984.0,115.61
92.73,95.22,92.3,95.22,64416504,98.39,49904317.0,94.33
70.89,71.08,69.8,70.04,69054300,74.46,88579204.0,71.44
94.7,95.49,94.62,94.94,25139558,100.37,41139434.0,95.67
107.03,108.48,106.24,107.91,52064743,113.1,63515206.0,108.42
66.99,67.05,65.9,65.99,113419600,72.27,150690988.0,65.64
96.48,99.25,96.23,99.21,65800467,96.45,46713398.0,97.28
82.46,82.84,79.94,80.15,176786400,84.75,121402512.0,80.61
73.2,73.84,72.56,72.64,88156600,79.84,172753616.0,71.98
75.33,75.42,72.96,73.25,198412200,82.26,127692306.0,70.59
72.38,73.76,72.32,73.7,76849500,75.21,91643286.0,73.64
108.28,108.41,107.74,107.74,14479611,109.77,51633485.0,109.64
111.09,111.09,105.83,107.79,57134541,117.69,39201263.0,108.43
55.88,56.26,55.21,55.48,68506200,60.42,101613694.0,55.17
96.0,96.27,92.7,93.27,82242690,109.77,36365466.0,92.2
113.84,115.92,113.75,115.19,43733811,111.98,33449603.0,115.19
92.47,92.74,91.88,92.46,45729000,91.77,57512850.0,93.08
79.89,81.36,79.87,81.36,71766800,73.73,68151594.0,80.47
56.3,56.58,55.82,56.38,76653500,61.64,116230646.0,57.53
98.92,100.04,98.8,99.83,36955742,96.45,49072773.0,101.32
99.12,100.08,98.75,99.37,31182194,96.45,49075088.0,99.46
61.91,62.08,60.73,60.76,97936300,63.51,151024972.0,60.74
110.83,111.78,110.66,111.02,28331709,117.69,37703855.0,109.83
111.04,111.32,109.46,110.3,41869160,97.42,55255387.0,111.87
91.37,91.48,90.64,91.31,84142100,89.07,100216046.0,91.49
69.88,70.04,69.22,69.31,48479200,71.56,83201860.0,70.13
113.11,114.05,112.85,113.37,29641085,115.37,37436439.0,111.61
70.11,70.22,69.02,69.58,68722500,71.56,92705060.0,70.48
78.04,79.0,77.46,78.98,148935500,78.26,144895912.0,79.96
66.38,66.48,64.57,65.64,190526700,67.41,94534090.0,65.44
78.93,79.16,78.54,78.89,63175000,80.63,105179900.0,79.94
119.94,120.61,118.47,118.84,44886050,115.37,54617711.0,118.29
73.06,74.53,73.03,74.1,115029600,79.84,178511788.0,73.93
108.18,112.45,108.04,111.2,112340318,108.68,34085868.0,114.98
70.78,71.04,70.0,70.89,137610200,70.15,92248744.0,69.13
108.37,108.93,106.0,107.74,53315099,109.77,47366047.0,105.08
75.12,75.44,74.22,74.27,76095600,76.72,135361212.0,74.43
116.47,116.5,115.64,115.97,44351134,111.98,34348368.0,116.64
117.58,117.61,116.85,116.87,24553478,115.37,35699103.0,116.52
123.62,124.18,123.23,123.74,34039345,126.18,46375175.0,123.18
70.94,72.84,70.06,71.82,232478400,82.26,134150478.0,71.26
71.74,72.11,71.39,71.58,52099600,73.0,81939872.0,72.14
73.46,73.63,72.67,73.17,82126800,74.46,163715594.0,74.46
81.46,82.33,81.45,82.33,69708100,79.05,94193694.0,82.55
59.93,61.51,59.87,60.92,99845200,67.41,89119254.0,62.17
94.66,94.76,93.63,93.75,43143000,91.77,56983918.0,93.53
103.78,104.72,103.23,104.06,34420705,96.45,48378946.0,104.18
59.59,59.85,58.02,58.07,119279300,60.42,147546994.0,60.1
82.78,82.87,81.11,81.48,174153700,80.63,160878214.0,81.04
125.57,125.76,124.47,124.75,35626800,128.71,45948755.0,123.92
59.32,59.63,58.97,59.53,82663700,63.51,141277710.0,58.47
117.35,117.76,116.71,117.65,48128970,117.69,36032780.0,115.0
97.13,97.21,96.59,96.62,33119800,94.55,45437020.0,97.81
100.41,101.02,100.27,100.66,34187701,97.42,63561048.0,102.22
108.75,109.64,107.46,109.4,54843626,109.77,61099609.0,107.29
110.08,110.51,109.46,110.41,32560000,117.69,37979895.0,111.06
95.48,95.88,95.04,95.67,28912103,100.37,39425633.0,95.96
56.22,56.92,55.98,56.79,81573100,60.42,95501798.0,56.69
55.49,55.54,52.57,53.19,236264000,57.49,113238076.0,51.77
75.91,76.77,75.87,76.44,90351100,75.21,144292078.0,76.22
81.02,81.28,79.13,79.65,164081400,82.26,124489218.0,78.93
91.75,92.46,90.38,92.04,55678825,98.39,49378121.0,95.22
106.86,108.6,106.81,107.76,45601149,96.45,43089030.0,107.2
74.39,74.69,73.6,74.04,70709100,76.72,124018832.0,75.99
94.72,95.3,94.34,95.29,34280758,94.55,52227387.0,93.13
73.4,74.23,73.32,73.88,109103400,76.72,80682952.0,76.72
121.24,121.81,120.18,120.46,51957046,123.69,50332159.0,123.22
95.72,96.39,95.21,95.4,37051182,98.39,56455961.0,94.57
87.66,88.19,84.98,85.73,203179900,79.05,94472182.0,87.41
58.63,59.14,58.28,58.28,80628800,63.51,136625790.0,56.84
57.45,58.79,57.05,58.46,172884600,57.49,118071170.0,58.0
69.47,69.82,68.43,68.96,114676800,72.27,151282866.0,67.88
73.35,74.69,72.98,74.06,120176000,79.84,177661722.0,74.24
66.84,67.2,66.4,66.72,86258200,68.09,84355320.0,66.26
112.96,113.48,111.16,112.14,52903040,122.47,47278148.0,112.52
104.6,105.15,104.41,104.85,33691535,97.42,62571652.0,104.68
119.64,120.15,118.83,119.64,33618097,122.47,44776173.0,119.26
73.21,73.87,72.22,72.9,269037300,80.63,184823422.0,79.37
80.96,81.22,80.05,80.16,57711500,81.44,67054624.0,81.34
82.2,82.59,81.96,82.54,49214900,81.44,67863026.0,82.67
70.24,71.24,69.9,71.17,96191200,70.15,92070580.0,70.37
96.8,97.38,96.01,96.12,29445227,100.37,40117028.0,96.53
70.26,70.78,70.01,70.34,67929400,73.73,67084584.0,70.62
72.43,73.58,72.36,73.53,83140400,76.72,75966170.0,75.01
96.4,96.95,94.65,94.85,70798016,103.41,44063343.0,96.39
105.06,107.87,104.55,107.62,59364547,109.77,47260964.0,107.74
104.88,106.27,104.36,105.61,48956588,108.68,47920394.0,102.74
67.28,68.22,66.98,68.18,149067100,70.15,156105810.0,68.29
95.1,95.11,93.9,94.2,46277800,98.39,48973830.0,93.84
65.02,66.34,65.02,65.68,76902000,68.09,86561314.0,65.79
96.3,97.44,95.74,96.44,31931944,100.37,40059696.0,96.12
65.42,65.51,63.46,63.79,219193100,72.27,150611118.0,66.44
124.95,125.28,123.63,123.63,31938100,126.18,46907728.0,122.91
113.42,113.66,111.06,111.74,56151926,113.1,64059825.0,109.52
122.07,122.85,119.55,120.23,68856582,128.71,59566859.0,118.04
60.24,60.4,59.46,59.72,73182200,61.03,113228038.0,59.16
107.98,109.46,107.09,107.36,41471578,111.98,51997429.0,105.54
79.54,80.07,78.85,79.94,109215400,80.63,104877948.0,78.63
79.58,79.81,79.0,79.71,72899400,81.44,68553408.0,80.71
59.99,60.73,59.66,59.97,104288800,67.41,154532140.0,59.8
112.42,112.55,110.85,111.22,27583101,120.05,49962654.0,114.74
109.17,111.33,108.45,110.26,59348940,114.23,54279080.0,111.51
86.12,86.77,85.58,86.62,32629000,89.96,70011026.0,87.65
107.15,109.37,106.65,109.21,52766140,108.68,64748300.0,108.71
98.37,100.14,97.7,98.51,68457388,103.41,43749858.0,94.35
72.69,73.05,72.19,72.55,77025200,75.21,92469020.0,73.7
72.54,74.53,71.99,74.24,146224400,74.46,172484718.0,73.56
127.76,128.56,126.64,128.09,96954207,123.69,49722309.0,126.07
70.01,71.59,69.86,71.44,75470500,74.46,88424504.0,71.24
94.87,96.17,94.67,95.42,38018643,109.77,39774284.0,96.88
75.57,75.66,74.36,75.18,122918600,74.46,158006730.0,73.0
107.35,107.75,106.96,107.15,26880391,108.68,31114540.0,107.81
102.25,103.45,102.14,102.86,40067734,96.45,49393270.0,104.23
77.34,78.84,76.47,78.57,121993900,79.84,105235662.0,78.19
61.65,62.07,61.38,61.8,74714500,57.49,80293276.0,61.68
56.53,57.71,56.25,57.53,93982000,61.64,114182698.0,57.35
113.41,114.39,113.0,113.48,34560708,116.52,50361503.0,112.03
112.48,113.73,112.06,112.42,29736835,115.37,37357041.0,112.47
96.16,97.15,95.4,97.14,62353100,98.39,52990122.0,97.36
116.8,117.4,116.78,117.06,23783165,111.98,33315411.0,116.29
60.43,60.43,59.26,59.27,119075600,63.51,144476150.0,58.9
128.58,128.88,125.2,125.69,70697560,124.93,47760520.0,128.04
53.48,53.58,51.46,51.77,166574800,57.49,113702834.0,51.57
98.36,98.5,96.69,97.78,49154227,103.41,43305641.0,95.27
107.33,107.33,105.4,106.66,61979577,108.68,64365542.0,109.21
91.98,92.78,91.56,91.91,33795000,94.55,49836230.0,93.13
109.45,110.39,109.36,109.56,27598920,109.77,49398120.0,108.23
82.58,83.02,82.24,82.67,50190000,81.44,67870194.0,83.6
72.51,73.42,72.49,73.14,64632400,76.72,78570814.0,72.2
113.84,114.2,110.98,112.13,52481151,115.37,37562296.0,112.3
106.7,106.72,104.7,104.98,53002026,108.68,31280525.0,102.6
89.76,90.84,89.25,90.27,159941600,89.07,102575480.0,88.02
95.27,96.61,95.06,95.1,35216277,96.45,50611416.0,98.88
71.53,72.2,71.53,71.88,44646000,74.46,84178570.0,72.58
100.68,102.04,99.7,101.32,46055100,96.45,49042063.0,100.19
111.33,111.91,110.72,111.51,43063440,114.23,53873405.0,111.08
84.53,84.62,83.13,83.4,159498500,89.07,107576378.0,83.09
113.84,114.86,112.7,113.58,45217971,120.05,51481352.0,113.2
106.97,107.82,106.61,107.82,28037220,99.37,34864893.0,108.25
87.95,87.96,87.04,87.54,35528000,89.96,70897022.0,86.63
118.29,121.69,118.29,121.42,115450607,128.71,44676780.0,121.36
59.92,61.24,59.41,60.04,148426600,60.42,150153122.0,61.82
106.48,107.34,102.29,104.1,67218082,109.77,52637805.0,102.67
94.62,95.18,94.15,94.78,58353200,98.39,48700854.0,94.2
57.94,59.3,57.92,58.77,88255300,61.03,117088230.0,59.17
70.86,71.84,70.78,71.45,59695300,74.46,88915778.0,71.92
127.61,128.94,127.42,128.52,45595972,124.93,47383115.0,125.69
73.88,74.67,73.58,74.36,100363900,75.21,155874278.0,74.39
76.44,76.8,75.73,76.72,125326600,76.72,81850790.0,76.39
75.78,76.9,75.12,76.53,130216100,77.49,145187448.0,77.37
100.23,101.22,100.1,100.83,25076062,96.45,49410161.0,102.86
63.95,64.03,62.35,62.54,174825700,67.41,92121372.0,65.64
113.03,114.6,112.5,114.12,40884745,116.52,50723784.0,113.48
60.14,60.76,59.75,59.78,96075700,61.03,113794436.0,59.91
97.48,97.85,97.0,97.24,40144700,94.55,45485844.0,96.62
93.03,96.05,91.39,94.68,72334416,96.45,45692433.0,94.2
121.53,122.06,120.68,121.28,37329243,123.69,57355643.0,122.21
96.2,97.06,95.83,96.88,35140174,109.77,39975567.0,98.58
74.14,75.0,73.72,74.22,94996300,75.21,78393378.0,74.85
69.44,70.33,69.44,70.24,78430800,70.15,93928618.0,71.17
80.14,80.52,79.38,80.08,61012000,73.73,68681900.0,80.22
92.42,92.53,90.88,92.1,48160104,109.77,37211394.0,93.61
80.41,80.66,78.76,79.14,127989400,76.72,109523988.0,78.65
105.21,107.18,105.2,107.0,46942431,97.42,60137427.0,108.52
70.4,71.45,70.29,71.07,71083600,73.73,64084468.0,71.91
87.86,88.09,86.6,86.99,54525000,89.96,73067112.0,87.86
121.62,122.84,120.96,122.73,40187953,123.69,53968166.0,122.49
80.65,81.33,80.56,80.85,41601000,81.44,66900708.0,80.16
65.83,65.95,65.09,65.19,68074300,68.09,85779834.0,65.37
92.43,94.79,91.78,94.52,36255745,96.45,52079872.0,95.17
70.98,74.5,70.87,74.27,205829400,72.27,146484240.0,73.64
116.74,117.5,116.68,116.95,21424965,111.98,34120568.0,117.06
86.3,86.42,84.74,85.58,92337700,87.32,72215766.0,86.79
57.11,57.45,56.92,57.2,49747600,60.42,91253442.0,57.39
83.84,85.2,83.81,85.17,87216500,81.44,68300862.0,84.95
93.86,96.83,93.62,96.73,100741900,98.39,52507520.0,97.14
103.45,103.55,100.18,100.48,55790992,106.54,43568048.0,98.51
57.37,57.47,56.04,56.2,115062500,63.51,136223472.0,56.86
59.3,59.89,57.1,57.75,302006600,67.41,154663138.0,59.05
107.31,108.65,105.91,107.1,65041596,113.1,64207182.0,106.74
69.39,69.41,67.68,68.72,150286500,72.27,150252354.0,68.3
110.0,110.03,108.25,109.11,34324540,111.98,33255852.0,109.95
56.84,57.13,56.28,56.69,69890800,60.42,94365068.0,56.81
90.16,91.08,89.89,90.34,150118500,89.07,101939236.0,91.45
110.98,111.46,109.55,109.83,26932602,117.69,37769006.0,108.84
61.68,61.76,59.84,60.22,135926700,67.41,88613042.0,60.92
127.04,127.08,123.75,124.36,74711746,128.71,57825546.0,125.93
62.98,63.66,62.78,63.19,101135300,67.41,90256320.0,62.54
88.48,88.66,87.74,87.89,87484600,87.32,72066400.0,89.29
103.73,104.81,102.44,104.57,49899907,108.68,49063083.0,105.37
82.57,83.45,82.36,82.55,85042300,79.05,93109562.0,82.44
73.31,73.88,73.05,73.78,70573300,73.0,82786802.0,73.08
61.36,61.61,60.7,60.8,66716300,57.49,79486008.0,62.53
111.36,113.29,111.05,112.95,42929516,116.52,50618626.0,114.12
60.48,60.79,59.74,60.15,80739400,57.49,82697216.0,60.7
58.59,59.81,58.51,59.52,62014400,57.49,83932730.0,60.25
104.11,105.18,102.6,102.6,46556984,108.68,31481045.0,104.9
65.78,66.43,65.71,65.79,59914400,68.09,86204902.0,65.19
115.08,117.14,114.22,116.2,43295820,120.05,48803992.0,116.7
125.69,127.07,123.89,124.22,63386083,128.71,51020018.0,120.85
72.09,72.46,70.4,71.06,140224000,79.84,169842960.0,68.98
110.31,111.72,109.7,111.06,24254179,117.69,37965572.0,110.88
123.99,124.92,121.92,122.25,72842060,128.71,57229318.0,122.77
69.98,70.2,69.23,69.85,56863100,71.56,91230846.0,69.98
112.31,114.7,112.31,113.95,34402627,111.98,33209056.0,113.3
